rank,title,Previous Rank,Revenues (USDM),Revenue Change,Profits (USDM),Profit Change,Assets (USDM),Mkt Value as of 3/29/18 (USDM),Employees,CEO,CEO Title,Sector,Industry,Years on Fortune 500 List,City,State,Latitude,Longitude
567,Schneider National,,"USD4,384 ",8.40%,USD389.90 ,148.60%,"USD3,331 ","USD4,610 ","19,600",Christopher B. Lofgren,"President, Chief Executive Officer &amp;  Director",Transportation,"Trucking, Truck Leasing",-,Green Bay,WI,44.5133188,-88.0132958
568,Laureate Education,571,"USD4,378 ",3.20%,USD91.50 ,-75.40%,"USD7,392 ","USD2,578 ","54,500",Eilif Serck-Hanssen,Chairman &amp;  Chief Executive Officer,Business Services,Education,-,Baltimore,MD,39.2903848,-76.6121893
569,Beacon Roofing Supply,582,"USD4,377 ",6.00%,USD100.90 ,12.20%,"USD3,450 ","USD3,609 ","5,406",Paul M. Isabella,"President, Chief Executive Officer &amp;  Director",Wholesalers,Wholesalers: Diversified,-,Herndon,VA,38.9695545,-77.3860976
570,KB Home,634,"USD4,369 ",21.50%,USD180.60 ,71.00%,"USD5,042 ","USD2,468 ","1,915",Jeffrey T. Mezger,"Chairman, President &amp;  Chief Executive Officer",Engineering &amp;  Construction,Homebuilders,-,Los Angeles,CA,34.0522342,-118.2436849
571,Equinix,624,"USD4,368 ",19.30%,USD233.00 ,83.70%,"USD18,692 ","USD33,128 ","7,273",Peter F. Van Camp,"Chairman, President &amp;  Interim Chief Executive Officer",Financials,Real estate,-,Redwood City,CA,37.4852152,-122.2363548
572,Terex,445,"USD4,363 ",-25.30%,USD128.70 ,-,"USD3,463 ","USD3,030 ","10,700",John L. Garrison Jr.,"President, Chief Executive Officer &amp;  Director",Industrials,Construction and Farm Machinery,-,Westport,CT,41.1414717,-73.3579049
573,Crown Castle International,596,"USD4,356 ",11.10%,USD444.60 ,24.50%,"USD32,230 ","USD45,452 ","4,500",Jay A. Brown,"President, Chief Executive Officer &amp;  Director",Financials,Real estate,-,Houston,TX,29.7604267,-95.3698028
574,CACI International,615,"USD4,355 ",16.30%,USD163.70 ,14.60%,"USD3,911 ","USD3,727 ","18,600",Kenneth Asbury,"President, Chief Executive Officer &amp;  Director",Technology,Information Technology Services,-,Arlington,VA,38.8816208,-77.0909809
575,Watsco,574,"USD4,342 ",2.90%,USD208.20 ,13.90%,"USD2,047 ","USD6,752 ","5,200",Albert H. Nahmad,Chairman &amp;  Chief Executive Officer,Wholesalers,Wholesalers: Diversified,-,Miami,FL,25.7616798,-80.1917902
576,Coca-Cola Bottling,701,"USD4,324 ",37.00%,USD96.50 ,92.50%,"USD3,073 ","USD1,615 ","15,500",J. Frank Harrison III,Chairman &amp;  Chief Executive Officer,"Food, Beverages &amp;  Tobacco",Beverages,-,Charlotte,NC,35.2270869,-80.8431267
577,Welltower,564,"USD4,317 ",0.80%,USD522.80 ,-51.50%,"USD27,944 ","USD20,246 ",392,Thomas J. DeRosa,Chairman &amp;  Chief Executive Officer,Financials,Real estate,-,Toledo,OH,41.6528052,-83.5378674
578,ADT,,"USD4,316 ",46.30%,USD342.60 ,-,"USD17,015 ","USD5,941 ","18,000",Timothy J. Whall,"President, Chief Executive Officer &amp;  Director",Business Services,Diversified Outsourcing Services,-,Boca Raton,FL,26.3683064,-80.1289321
579,Ametek,604,"USD4,300 ",12.00%,USD681.50 ,33.10%,"USD7,796 ","USD17,590 ","16,900",David A. Zapico,Chairman &amp;  Chief Executive Officer,Technology,"Scientific,Photographic and  Control Equipment",-,Berwyn,PA,40.045824,-75.4395931
580,CNO Financial Group,590,"USD4,297 ",7.80%,USD175.60 ,-51.00%,"USD33,110 ","USD3,630 ","3,300",Gary C. Bhojwani,Chairman &amp;  Chief Executive Officer,Financials,"Insurance: Life, Health (stock)",-,Carmel,IN,39.978371,-86.1180435
581,Camping World Holdings,648,"USD4,285 ",21.80%,USD28.40 ,-85.20%,"USD2,562 ","USD3,084 ","10,227",Marcus A. Lemonis,Chairman &amp;  Chief Executive Officer,Retailing,"Automotive Retailing, Services",-,Lincolnshire,IL,42.1900249,-87.9084039
582,LPL Financial Holdings,584,"USD4,282 ",5.70%,USD238.90 ,24.50%,"USD5,359 ","USD5,510 ","3,736",Dan H. Arnold,"President, Chief Executive Officer &amp;  Director",Financials,Securities,-,Boston,MA,42.3600825,-71.0588801
583,Noble Energy,653,"USD4,256 ",21.90%,"(USD1,118.00)",-,"USD21,476 ","USD14,913 ","2,277",David L. Stover,"Chairman, President &amp;  Chief Executive Officer",Energy,"Mining, Crude-Oil Production",-,Houston,TX,29.7604267,-95.3698028
584,Bloomin Brands,568,"USD4,213 ",-0.90%,USD100.20 ,140.10%,"USD2,573 ","USD2,256 ","94,000",Elizabeth A. Smith,"Chairman, President &amp;  Chief Executive Officer","Hotels, Restaurants &amp;  Leisure",Food Services,-,Tampa,FL,27.950575,-82.4571776
585,Moodys,631,"USD4,204 ",16.60%,"USD1,000.60 ",275.30%,"USD8,594 ","USD30,826 ","11,896",Raymond W. McDaniel Jr.,"President, Chief Executive Officer &amp;  Director",Business Services,Financial Data Services,-,New York,NY,40.7127753,-74.0059728
586,Symantec,465,"USD4,191 ",-24.70%,(USD106.00),-104.30%,"USD18,174 ","USD16,067 ","13,000",Gregory S. Clark,Chairman &amp;  Chief Executive Officer,Technology,Computer Software,-,Mountain View,CA,37.3860517,-122.0838511
587,Amkor Technology,600,"USD4,187 ",7.50%,USD260.70 ,58.80%,"USD4,522 ","USD2,425 ","29,300",Stephen D. Kelley,"President, Chief Executive Officer &amp;  Director",Technology,Semiconductors and Other Electronic Components,-,Tempe,AZ,33.4255104,-111.9400054
588,Skechers U.S.A.,638,"USD4,181 ",16.90%,USD179.20 ,-26.40%,"USD2,735 ","USD6,231 ","8,150",Robert Greenberg,Chairman &amp;  Chief Executive Officer,Apparel,Apparel,-,Manhattan Beach,CA,33.8847361,-118.4109089
589,KBR,567,"USD4,171 ",-2.30%,USD434.00 ,-,"USD3,674 ","USD2,271 ","20,000",Stuart Bradie,"President, Chief Executive Officer &amp;  Director",Engineering &amp;  Construction,"Engineering, Construction",-,Houston,TX,29.7604267,-95.3698028
590,Tiffany,588,"USD4,170 ",4.20%,USD370.10 ,-17.00%,"USD5,468 ","USD12,149 ","13,100",Alessandro Bogliolo,Chairman &amp;  Chief Executive Officer,Retailing,Specialty Retailers: Other,-,New York,NY,40.7127753,-74.0059728
591,Torchmark,580,"USD4,156 ",0.00%,"USD1,454.50 ",164.60%,"USD23,475 ","USD9,583 ","3,102",Gary L. Coleman/Larry M. Hutchison,Co-Chairman &amp;  Co-Chief Executive Officer,Financials,"Insurance: Life, Health (stock)",-,McKinney,TX,33.1972465,-96.6397822
592,Broadridge Financial Solutions,749,"USD4,143 ",43.00%,USD326.80 ,6.30%,"USD3,150 ","USD12,796 ","10,000",Richard J. Daly,Chairman &amp;  Chief Executive Officer,Business Services,Financial Data Services,-,Lake Success,NY,40.7706572,-73.7176312
593,Quad/Graphics,560,"USD4,131.40 ",-4.60%,USD107.20 ,138.80%,"USD2,452.40 ","USD1,336 ",21100,J. Joel Quadracci,"Chairman, President &amp;  Chief Executive Officer",Media,"Publishing, Printing",-,Sussex,WI,43.13418,-88.22294
594,CF Industries Holdings,622,"USD4,130 ",12.10%,USD357.70 ,-,"USD13,463 ","USD8,805 ","2,950",W. Anthony Will,"President, Chief Executive Officer &amp;  Director",Chemicals,Chemicals,-,Deerfield,IL,42.1711365,-87.8445119
595,Carlisle,623,"USD4,090 ",11.30%,USD365.50 ,46.10%,"USD5,300 ","USD6,408 ","14,800",D. Christian Koch,"President, Chief Executive Officer &amp;  Director",Materials,"Building Materials, Glass",-,Scottsdale,AZ,33.4941704,-111.9260519
596,Silgan Holdings,629,"USD4,090 ",13.20%,USD269.70 ,75.80%,"USD4,645 ","USD3,074 ","12,515",Anthony J. Allott,"President, Chief Executive Officer &amp;  Director",Materials,"Packaging, Containers",-,Stamford,CT,41.0534302,-73.5387341
597,Bemis,587,"USD4,046 ",1.00%,USD94.00 ,-60.20%,"USD3,700 ","USD4,002 ","16,582",William F. Austen,"President, Chief Executive Officer &amp;  Director",Materials,"Packaging, Containers",-,Neenah,WI,44.1858193,-88.462609
598,CA,583,"USD4,036 ",-0.40%,USD775.00 ,-1.00%,"USD12,610 ","USD14,134 ","11,800",Michael P. Gregoire,Chairman &amp;  Chief Executive Officer,Technology,Computer Software,-,New York,NY,40.7127753,-74.0059728
599,Hub Group,640,"USD4,035 ",12.90%,USD135.20 ,80.70%,"USD1,671 ","USD1,439 ","4,377",David P. Yeager,Chairman &amp;  Chief Executive Officer,Transportation,Transportation and Logistics,-,Oak Brook,IL,41.8397865,-87.9535534
600,Worldpay,637,"USD4,027 ",12.50%,USD130.10 ,-39.00%,"USD8,667 ","USD25,915 ","3,560",Charles D. Drucker/Philip E.R. Jansen,Chairman &amp;  Co-Chief Executive Officer,Business Services,Financial Data Services,-,Cincinnati,OH,39.2807348,-84.3173878
601,Ingles Markets,608,"USD4,003 ",5.50%,USD53.90 ,-0.60%,"USD1,733 ",USD686 ,"17,250",James W. Lanning,"President, Chief Executive Officer &amp;  Director",Food &amp;  Drug Stores,Food and Drug Stores,-,Black Mountain,NC,35.6178951,-82.3212302
602,Snap-on,618,"USD4,000 ",7.80%,USD557.70 ,2.10%,"USD5,249 ","USD8,367 ","12,600",Nicholas T. Pinchuk,"Chairman, President &amp;  Chief Executive Officer",Industrials,Industrial Machinery,-,Kenosha,WI,42.5847425,-87.8211854
603,Dentsply Sirona,614,"USD3,993 ",6.60%,"(USD1,550.00)",-460.50%,"USD10,375 ","USD11,439 ","16,100",Donald M. Casey Jr.,Chairman &amp;  Chief Executive Officer,Health Care,Medical Products and Equipment,-,York,PA,39.9625984,-76.727745
604,Calumet Specialty Products,632,"USD3,992 ",10.90%,(USD103.80),-,"USD2,689 ",USD541 ,"1,600",Timothy Go,Chief Executive Officer,Energy,Petroleum Refining,-,Indianapolis,IN,39.768403,-86.158068
605,Global Payments,669,"USD3,975 ",17.90%,USD468.40 ,132.20%,"USD12,998 ","USD17,789 ","10,000",Jeffrey S. Sloan,Chairman &amp;  Chief Executive Officer,Business Services,Financial Data Services,-,Atlanta,GA,33.7489954,-84.3879824
606,Encompass Health,619,"USD3,971.40 ",7.10%,USD256.30 ,3.50%,"USD4,893.70 ","USD5,611 ",30935,Mark J. Tarr,"President, Chief Executive Officer &amp;  Director",Health Care,Health Care: Medical Facilities,-,Birmingham,AL,33.5206608,-86.80249
607,Martin Marietta Materials,607,"USD3,966 ",3.80%,USD713.30 ,67.70%,"USD8,993 ","USD13,019 ","8,406",C. Howard Nye,"Chairman, President &amp;  Chief Executive Officer",Materials,"Building Materials, Glass",-,Raleigh,NC,35.7795897,-78.6381787
608,Nasdaq,620,"USD3,965 ",7.00%,USD734.00 ,579.60%,"USD15,786 ","USD14,361 ","4,734",Adena T. Friedman,"President, Chief Executive Officer &amp;  Director",Financials,Securities,-,New York,NY,40.7127753,-74.0059728
609,Leggett &amp; Platt,613,"USD3,944 ",5.20%,USD292.60 ,-24.20%,"USD3,551 ","USD5,842 ","22,200",Karl G. Glassman,"President, Chief Executive Officer &amp;  Director",Household Products,"Home Equipment, Furnishings",-,Carthage,MO,37.176447,-94.3102228
610,Universal Forest Products,687,"USD3,941 ",21.60%,USD119.50 ,18.10%,"USD1,465 ","USD1,986 ","10,000",Matthew J. Missad,Chairman &amp;  Chief Executive Officer,Materials,"Building Materials, Glass",-,Grand Rapids,MI,42.9633599,-85.6680863
611,Sally Beauty Holdings,592,"USD3,938 ",-0.40%,USD215.10 ,-3.50%,"USD2,123 ","USD2,058 ","21,755",Christian A. Brickman,"President, Chief Executive Officer &amp;  Director",Retailing,Specialty Retailers: Other,-,Denton,TX,33.2148412,-97.1330683
612,Flowers Foods,594,"USD3,921 ",-0.20%,USD150.10 ,-8.30%,"USD2,660 ","USD4,604 ","9,800",Allen L. Shiver,"President, Chief Executive Officer &amp;  Director","Food, Beverages &amp;  Tobacco",Food Consumer Products,-,Thomasville,GA,30.8365815,-83.9787808
613,Barnes &amp; Noble,555,"USD3,895 ",-11.50%,USD22.00 ,-,"USD1,933 ",USD360 ,"18,592",Demos Parneros,Chief Executive Officer &amp;  Director,Retailing,Specialty Retailers: Other,-,New York,NY,40.7127753,-74.0059728
614,American Equity Investment Life,883,"USD3,892 ",75.30%,USD174.60 ,109.80%,"USD62,031 ","USD2,639 ",515,John M. Matovina,"Chairman, President &amp;  Chief Executive Officer",Financials,"Insurance: Life, Health (stock)",-,West Des Moines,IA,41.5772115,-93.711332
615,Vulcan Materials,635,"USD3,890 ",8.30%,USD601.20 ,43.30%,"USD9,505 ","USD15,110 ","8,287",J. Thomas Hill,"Chairman, President &amp;  Chief Executive Officer",Materials,"Building Materials, Glass",-,Birmingham,AL,33.5206608,-86.80249
616,Taylor Morrison Home,644,"USD3,885 ",9.40%,USD91.20 ,73.40%,"USD4,326 ","USD2,610 ","1,800",Sheryl D. Palmer,"Chairman, President &amp;  Chief Executive Officer",Engineering &amp;  Construction,Homebuilders,-,Scottsdale,AZ,33.4941704,-111.9260519
617,Westinghouse Air Brake,742,"USD3,882 ",32.40%,USD262.30 ,-14.00%,"USD6,580 ","USD7,822 ","18,000",Raymond T. Betler,"President, Chief Executive Officer &amp;  Director",Industrials,Industrial Machinery,-,Wilmerding,PA,40.3909023,-79.8100472
618,Crestwood Equity Partners,805,"USD3,881 ",54.00%,(USD191.90),-,"USD4,285 ","USD1,824 ",954,Robert G Phillips,"Chairman, President &amp;  Chief Executive Officer",Energy,Energy,-,Houston,TX,29.7604267,-95.3698028
619,Iron Mountain,649,"USD3,846 ",9.10%,USD183.80 ,75.40%,"USD10,972 ","USD9,375 ","24,000",William L. Meaney,"President, Chief Executive Officer &amp;  Director",Business Services,Diversified Outsourcing Services,-,Boston,MA,42.3600825,-71.0588801
620,Lennox International,627,"USD3,840 ",5.40%,USD305.70 ,10.00%,"USD1,892 ","USD8,415 ","11,450",Todd M. Bluedorn,Chairman &amp;  Chief Executive Officer,Industrials,Industrial Machinery,-,Richardson,TX,32.9483335,-96.7298519
621,General Cable,603,"USD3,837 ",-0.50%,(USD56.60),-,"USD2,235 ","USD1,499 ","8,500",Massimo Battaini,"President, Chief Executive Officer &amp;  Director",Industrials,"Electronics, Electrical Equip.",-,Highland Heights,KY,39.0331169,-84.4518854
622,American Eagle Outfitters,630,"USD3,796 ",5.10%,USD204.20 ,-3.90%,"USD1,816 ","USD3,540 ","24,100",Jay L. Schottenstein,Chairman &amp;  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,-,Pittsburgh,PA,40.4406248,-79.9958864
623,Church &amp; Dwight,652,"USD3,776 ",8.10%,USD743.40 ,62.00%,"USD6,015 ","USD12,294 ","4,700",Matthew T. Farrell,"President, Chief Executive Officer &amp;  Director",Household Products,Household and Personal Products,-,Ewing Township,NJ,40.2599864,-74.7909125
624,Platform Specialty Products,636,"USD3,776 ",5.30%,(USD296.20),-,"USD10,252 ","USD2,774 ","7,850",Rakesh Sachdev,Chief Executive Officer &amp;  Director,Chemicals,Chemicals,-,West Palm Beach,FL,26.7153424,-80.0533746
625,JELD-WEN Holding,,"USD3,764 ",2.40%,USD10.80 ,-97.10%,"USD2,863 ","USD3,257 ","21,000",Gary S. Michel,Chairman &amp;  Interim Chief Executive Officer,Materials,"Building Materials, Glass",-,Charlotte,NC,35.2270869,-80.8431267
626,OneMain Holdings,602,"USD3,756 ",-3.30%,USD183.00 ,-14.90%,"USD19,433 ","USD4,062 ","10,100",Jay N. Levine,"President, Chief Executive Officer &amp;  Director",Financials,Diversified Financials,-,Evansville,IN,37.9715592,-87.5710898
627,Colfax,626,"USD3,737 ",2.50%,USD151.10 ,17.90%,"USD6,710 ","USD3,934 ","14,300",Matthew L. Trerotola,"President, Chief Executive Officer &amp;  Director",Industrials,Industrial Machinery,-,Annapolis Junction,MD,39.1202934,-76.7769324
628,Zebra Technologies,639,"USD3,722 ",4.10%,USD17.00 ,-,"USD4,275 ","USD7,412 ","7,000",Anders Gustafsson,Chairman &amp;  Chief Executive Officer,Industrials,"Electronics, Electrical Equip.",-,Lincolnshire,IL,42.1900249,-87.9084039
629,Andersons,595,"USD3,686 ",-6.10%,USD42.50 ,266.70%,"USD2,162 ",USD943 ,"1,819",Patrick E. Bowe,"President, Chief Executive Officer &amp;  Director","Food, Beverages &amp;  Tobacco",Food Production,-,Maumee,OH,41.5628294,-83.6538244
630,TD Ameritrade Holding,674,"USD3,685 ",10.50%,USD872.00 ,3.60%,"USD38,627 ","USD33,605 ","10,412",Timothy D. Hockey,"President, Chief Executive Officer &amp;  Director",Financials,Securities,-,Omaha,NE,41.2565369,-95.9345034
631,Carlyle Group,869,"USD3,676 ",61.60%,USD244.10 ,3714.10%,"USD12,281 ","USD2,145 ","1,600",Kewsong Lee/Glenn A. Youngkin,Co-Chief Executive Officer &amp;  Director,Financials,Securities,-,Leavenworth,WA,47.7510741,-120.7401385
632,Hubbell,650,"USD3,669 ",4.70%,USD243.10 ,-17.00%,"USD3,721 ","USD6,678 ","17,700",David G. Nord,"Chairman, President &amp;  Chief Executive Officer",Industrials,"Electronics, Electrical Equip.",-,Shelton,CT,41.3164856,-73.0931641
633,Trinity Industries,539,"USD3,663 ",-20.20%,USD702.50 ,104.50%,"USD9,543 ","USD4,921 ","15,605",Timothy R. Wallace,"Chairman, President &amp;  Chief Executive Officer",Transportation,Transportation Equipment,-,Dallas,TX,32.7766642,-96.7969879
634,Darling Ingredients,665,"USD3,662 ",7.80%,USD128.50 ,25.60%,"USD4,958 ","USD2,848 ","9,800",Randall C. Stuewe,Chairman &amp;  Chief Executive Officer,"Food, Beverages &amp;  Tobacco",Food Production,-,Irving,TX,32.8140177,-96.9488945
635,Flowserve,589,"USD3,661 ",-8.30%,USD2.70 ,-98.00%,"USD4,911 ","USD5,668 ","17,000",R. Scott Rowe,"President, Chief Executive Officer &amp;  Director",Industrials,Industrial Machinery,-,Irving,TX,32.8140177,-96.9488945
636,Antero Resources,,"USD3,656 ",109.50%,USD615.10 ,-,"USD15,262 ","USD6,283 ",593,Paul M. Rady,Chairman &amp;  Chief Executive Officer,Energy,"Mining, Crude-Oil Production",-,Denver,CO,39.7392358,-104.990251
637,Skyworks Solutions,680,"USD3,651 ",11.00%,"USD1,010.20 ",1.50%,"USD4,574 ","USD18,264 ","8,400",Liam K. Griffin,"President, Chief Executive Officer &amp;  Director",Technology,Semiconductors and Other Electronic Components,-,Woburn,MA,42.4792618,-71.1522765
638,Landstar System,699,"USD3,649 ",15.10%,USD177.10 ,28.90%,"USD1,353 ","USD4,604 ","1,273",James B. Gattoni,"President, Chief Executive Officer &amp;  Director",Transportation,"Trucking, Truck Leasing",-,Jacksonville,FL,30.3321838,-81.655651
639,Buckeye Partners,685,"USD3,648 ",12.30%,USD478.80 ,-10.60%,"USD10,305 ","USD5,494 ","1,870",Clark C. Smith,"Chairman, President &amp;  Chief Executive Officer",Energy,Pipelines,-,Houston,TX,29.7604267,-95.3698028
640,MRC Global,726,"USD3,646 ",19.90%,USD50.00 ,-,"USD2,340 ","USD1,517 ","3,580",Andrew R. Lane,"President, Chief Executive Officer &amp;  Director",Energy,"Oil and Gas Equipment, Services",-,Houston,TX,29.7604267,-95.3698028
641,CME Group,633,"USD3,645 ",1.40%,"USD4,063.40 ",164.90%,"USD75,791 ","USD55,058 ","2,830",Terrence A. Duffy,Chairman &amp;  Chief Executive Officer,Financials,Securities,-,Chicago,IL,41.8781136,-87.6297982
642,Greif,676,"USD3,638 ",9.50%,USD118.60 ,58.30%,"USD3,232 ","USD2,636 ","13,000",Peter G. Watson,"President, Chief Executive Officer &amp;  Director",Materials,"Packaging, Containers",-,Delaware,OH,40.2986724,-83.067965
643,Nexeo Solutions,,"USD3,637 ",241.30%,USD14.40 ,-,"USD2,254 ",USD960 ,"2,640",David A. Bradley,"President, Chief Executive Officer &amp;  Director",Wholesalers,Wholesalers: Diversified,-,The Woodlands,TX,30.1658207,-95.4612625
644,Cooper-Standard Holdings,655,"USD3,618 ",4.20%,USD135.30 ,-2.70%,"USD2,726 ","USD2,200 ","32,000",Jeffrey S. Edwards,Chairman &amp;  Chief Executive Officer,Motor Vehicles &amp;  Parts,Motor Vehicles and Parts,-,Novi,MI,42.48059,-83.4754913
645,Urban Outfitters,645,"USD3,616 ",2.00%,USD108.30 ,-50.40%,"USD1,953 ","USD4,001 ","16,330",Richard A. Hayne,Chairman &amp;  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,-,Philadelphia,PA,39.9525839,-75.1652215
646,LSC Communications,625,"USD3,603 ",-1.40%,(USD57.00),-153.80%,"USD2,014 ",USD608 ,"24,000",Thomas J. Quinlan III,"Chairman, President &amp;  Chief Executive Officer",Media,"Publishing, Printing",-,Chicago,IL,41.8781136,-87.6297982
647,Sabre,668,"USD3,599 ",6.70%,USD242.50 ,0.00%,"USD5,649 ","USD5,887 ","9,000",Sean E. Menke,"President, Chief Executive Officer &amp;  Director",Technology,Internet Services and Retailing,-,Southlake,TX,32.9412363,-97.1341783
648,Green Plains,662,"USD3,596 ",5.40%,USD61.10 ,472.60%,"USD2,785 ",USD688 ,"1,427",Todd A. Becker,"President, Chief Executive Officer &amp;  Director",Energy,Energy,-,Omaha,NE,41.2565369,-95.9345034
649,Hexion,659,"USD3,591 ",4.50%,(USD234.00),-,"USD2,097 ",-,"4,300",Craig A. Rogerson,"Chairman, President &amp;  Chief Executive Officer",Chemicals,Chemicals,-,Columbus,OH,39.9611755,-82.9987942
650,Stericycle,642,"USD3,581 ",0.50%,USD42.40 ,-79.50%,"USD6,988 ","USD5,007 ","23,200",Charles A. Alutto,"President, Chief Executive Officer &amp;  Director",Business Services,Waste Management,-,Lake Forest,IL,42.2586342,-87.840625
651,Warner Music Group,686,"USD3,576 ",10.20%,USD143.00 ,472.00%,"USD5,718 ",-,"4,520",Stephen F. Cooper,"President, Chief Executive Officer &amp;  Director",Media,Entertainment,-,New York,NY,40.7127753,-74.0059728
652,Ventas,658,"USD3,574 ",3.80%,"USD1,356.50 ",108.90%,"USD23,955 ","USD17,643 ",493,Debra A. Cafaro,Chairman &amp;  Chief Executive Officer,Financials,Real estate,-,Chicago,IL,41.8781136,-87.6297982
